"newTrait","genotype","time","Sowing_Block","Image_pos","colNum","rowNum","colId","rowId","plotId","timePoint"
0.636642905226918,"92",1,"2","2a",1,19,"1","19","c1r19",2018-05-31 16:37:00
0.655729931945553,"1228",1,"2","2a",10,19,"10","19","c10r19",2018-05-31 16:37:00
0.632223222200754,"2357",1,"2","2b",11,19,"11","19","c11r19",2018-05-31 16:37:00
0.642475351806837,"2393",1,"2","2c",12,19,"12","19","c12r19",2018-05-31 16:37:00
0.64016352153438,"325",1,"5","2a",13,19,"13","19","c13r19",2018-05-31 16:37:00
0.630498364072537,"2405",1,"5","2b",14,19,"14","19","c14r19",2018-05-31 16:37:00
0.644873333644707,"1308",1,"5","2c",15,19,"15","19","c15r19",2018-05-31 16:37:00
0.626435625772359,"2360",1,"5","2a",16,19,"16","19","c16r19",2018-05-31 16:37:00
0.664759473935799,"18",1,"5","2b",17,19,"17","19","c17r19",2018-05-31 16:37:00
0.642460102483599,"557",1,"5","2c",18,19,"18","19","c18r19",2018-05-31 16:37:00
0.653777804836653,"712",1,"5","2a",19,19,"19","19","c19r19",2018-05-31 16:37:00
0.659190635288715,"1962",1,"2","2b",2,19,"2","19","c2r19",2018-05-31 16:37:00
0.657117967868384,"85",1,"5","2b",20,19,"20","19","c20r19",2018-05-31 16:37:00
0.67371361747539,"2385",1,"5","2c",21,19,"21","19","c21r19",2018-05-31 16:37:00
0.659425800716623,"1637",1,"5","2a",22,19,"22","19","c22r19",2018-05-31 16:37:00
0.518532386521618,"ely",1,"5","2b",23,19,"23","19","c23r19",2018-05-31 16:37:00
0.546121631776355,"1612",1,"5","2c",24,19,"24","19","c24r19",2018-05-31 16:37:00
0.661808536435471,"1470",1,"2","2c",3,19,"3","19","c3r19",2018-05-31 16:37:00
0.631093256409403,"1696",1,"2","2a",4,19,"4","19","c4r19",2018-05-31 16:37:00
0.652414745980653,"2436",1,"2","2b",5,19,"5","19","c5r19",2018-05-31 16:37:00
0.655118207762561,"1970",1,"2","2c",6,19,"6","19","c6r19",2018-05-31 16:37:00
0.636572926792209,"2378",1,"2","2a",7,19,"7","19","c7r19",2018-05-31 16:37:00
0.635814133740257,"2203",1,"2","2b",8,19,"8","19","c8r19",2018-05-31 16:37:00
0.642503245580815,"1509",1,"2","2c",9,19,"9","19","c9r19",2018-05-31 16:37:00
0.663758523966826,"2394",1,"1","3a",1,2,"1","2","c1r2",2018-05-31 16:37:00
0.688105223857002,"2396",1,"1","3a",10,2,"10","2","c10r2",2018-05-31 16:37:00
0.61967543838073,"890",1,"1","3b",11,2,"11","2","c11r2",2018-05-31 16:37:00
0.616920041972075,"evo1",1,"1","3c",12,2,"12","2","c12r2",2018-05-31 16:37:00
0.661342300848782,"2301",1,"6","3a",13,2,"13","2","c13r2",2018-05-31 16:37:00
0.661530429798857,"774",1,"6","3b",14,2,"14","2","c14r2",2018-05-31 16:37:00
0.647647648692862,"32",1,"6","3c",15,2,"15","2","c15r2",2018-05-31 16:37:00
0.623757515807662,"325",1,"6","3a",16,2,"16","2","c16r2",2018-05-31 16:37:00
0.64664009058222,"1672",1,"6","3b",17,2,"17","2","c17r2",2018-05-31 16:37:00
0.616775443184511,"92",1,"6","3c",18,2,"18","2","c18r2",2018-05-31 16:37:00
0.620331255832119,"2261",1,"6","3a",19,2,"19","2","c19r2",2018-05-31 16:37:00
0.625711113260192,"1940",1,"1","3b",2,2,"2","2","c2r2",2018-05-31 16:37:00
0.64693258878244,"828",1,"6","3b",20,2,"20","2","c20r2",2018-05-31 16:37:00
0.630689596040329,"1060",1,"6","3c",21,2,"21","2","c21r2",2018-05-31 16:37:00
0.614403517392735,"837",1,"6","3a",22,2,"22","2","c22r2",2018-05-31 16:37:00
0.633583001349299,"2442",1,"6","3b",23,2,"23","2","c23r2",2018-05-31 16:37:00
0.692203815829375,"1304",1,"6","3c",24,2,"24","2","c24r2",2018-05-31 16:37:00
0.651704868606054,"1157",1,"1","3c",3,2,"3","2","c3r2",2018-05-31 16:37:00
0.650252730150703,"1536",1,"1","3a",4,2,"4","2","c4r2",2018-05-31 16:37:00
0.635925978869657,"2436",1,"1","3b",5,2,"5","2","c5r2",2018-05-31 16:37:00
0.643927228550277,"2382",1,"1","3c",6,2,"6","2","c6r2",2018-05-31 16:37:00
0.670542224549564,"1459",1,"1","3a",7,2,"7","2","c7r2",2018-05-31 16:37:00
0.638011523228265,"1476",1,"1","3b",8,2,"8","2","c8r2",2018-05-31 16:37:00
0.665861678277931,"1483",1,"1","3c",9,2,"9","2","c9r2",2018-05-31 16:37:00
0.60169793860774,"2015",1,"2","1a",1,20,"1","20","c1r20",2018-05-31 16:37:00
0.644582580269407,"2394",1,"2","1a",10,20,"10","20","c10r20",2018-05-31 16:37:00
0.638948409980331,"332",1,"2","1b",11,20,"11","20","c11r20",2018-05-31 16:37:00
0.614127626708237,"2135",1,"2","1c",12,20,"12","20","c12r20",2018-05-31 16:37:00
0.591925491910374,"1070",1,"5","1a",13,20,"13","20","c13r20",2018-05-31 16:37:00
0.633141390333027,"2474",1,"5","1b",14,20,"14","20","c14r20",2018-05-31 16:37:00
0.662458743913974,"2392",1,"5","1c",15,20,"15","20","c15r20",2018-05-31 16:37:00
0.712153272301651,"ler",1,"5","1a",16,20,"16","20","c16r20",2018-05-31 16:37:00
0.634387613960195,"32",1,"5","1b",17,20,"17","20","c17r20",2018-05-31 16:37:00
0.723063642799124,"ler",1,"5","1c",18,20,"18","20","c18r20",2018-05-31 16:37:00
